,tweet,is_quoted,tweet_quoted,name_of_who_I_answered,id user_str,lang_user,creation_date_of_tweet,result_type,number_of_retweet,retweeted,source,user_name,user_screen_name,location,user_description,number_of_follower,number_of_friend,is_verified,creation_date_of_account,like
55,"La penuria di personale, dovuta alle restrizioni nelle assunzioni di lavoratori stranieri, causa ritardi nella produzione di un principio attivo del farmaco di #Moderna da parte della #Lonza a Visp (Vallese). #vaccini https://t.co/fwfBvJiQUV",False,Retweeted a retweet,,1386584128477401089,it,2021-04-26T07:33:12,recent,2,False,Twitter for iPhone,Mauro Gilli,Mauro_Gilli,"Zurich, Switzerland","Senior Researcher @ETH. Military technology, and random stuff on war and peace. Postdoc @Dartmouth; PhD @NorthwesternU; MA @SAISHopkins; BA @unito",2952,1489,False,2011-08-17T01:03:47,0
56,"La penuria di personale, dovuta alle restrizioni nelle assunzioni di lavoratori stranieri, causa ritardi nella produzione di un principio attivo del farmaco di #Moderna da parte della #Lonza a Visp (Vallese). #vaccini https://t.co/fwfBvJiQUV",False,Retweeted a retweet,,1386581941705707520,it,2021-04-26T07:24:31,recent,2,False,Twitter for iPhone,Sofonisba Viola Violante d’Ondariva 古霓珂 🌊,nicolettagiust1,"Parigi, Francia",Like a rolling stone.,717,1020,False,2012-10-16T09:24:44,0
57,"La penuria di personale, dovuta alle restrizioni nelle assunzioni di lavoratori stranieri, causa ritardi nella produzione di un principio attivo del farmaco di #Moderna da parte della #Lonza a Visp (Vallese). #vaccini https://t.co/fwfBvJiQUV",False,None,,1386581611848863744,it,2021-04-26T07:23:12,recent,2,False,SocialFlow,tvsvizzera.it,tvsvizzera,"Lugano, Svizzera",Benvenuti sul portale della Radiotelevisione svizzera per il pubblico italiano (e italofono).,15905,1016,True,2014-01-23T09:42:25,4
58,Vaccino in Lombardia: stop temporaneo a prima dose AstraZeneca per garantire il richiamo https://t.co/wrlnX7qtI1 via @ilNotiziarioInd #Lombardia #AstraZenaca #VaccinesWork #VaccinationCovid #Pfizer #Moderna,False,Retweeted a retweet,,1386581546455420931,it,2021-04-26T07:22:56,recent,1,False,Twitter for iPhone,SallyCanWait,manuela1877,Buckingham Palace ,Perchè ti fa paura quello che succederà se poi ti senti uguale,2743,1670,False,2009-11-21T20:19:52,0
59,Vaccino in Lombardia: stop temporaneo a prima dose AstraZeneca per garantire il richiamo https://t.co/wrlnX7qtI1 via @ilNotiziarioInd #Lombardia #AstraZenaca #VaccinesWork #VaccinationCovid #Pfizer #Moderna,False,None,,1386566152327938048,it,2021-04-26T06:21:46,recent,1,False,Twitter for iPhone,il Notiziario,ilNotiziarioInd,Bollate,"La pagina ufficiale del Notiziario! Cronaca, sport e gli appuntamenti del weekend, ogni venerdì in edicola, tutti i giorni sul web!",940,137,False,2012-05-31T18:43:10,0
60,"#26aprile la #Lombardia deve ""risparmiare"" #vaccino #Astrazeneca per le seconde dosi: #vaccinazione con #Pfizer e #Moderna agli ultra 60enni https://t.co/2iRR3MQJ90",False,None,,1386564928597856257,it,2021-04-26T06:16:54,recent,0,False,Twitter for Android,Cincinnato Maurizio,Cinquantenni,Rho,"Lavoratore precoce dal 1972, 42anni e 10 mesi di contributi versati INPS, dal 1.10.2018  🍾🥂 sono in pensione",1416,1391,False,2011-11-18T21:45:11,0
61,"Che culo!.. 🤣
""AstraZeneca usato solo per i richiami. Prime dosi, si vira su #Pfizer e #Moderna - Cronaca, Bergamo"" https://t.co/S2puQ9EoRh",False,None,,1386463106122059779,it,2021-04-25T23:32:18,recent,0,False,Twitter for Android,los lucas,_lu_ca_,Roma,,52,117,False,2010-10-01T15:37:12,0
62,"Protezione dei vaccini(dati ufficiali):
- mRna (#Pfizer e #Moderna) 95%
- #AstraZeneca 70%
- #JohnsonAndJohnson 66%
Chi si è immunizzato potrebbe comunque contagiarsi, ma molto raramente avrà una malattia grave. Negli Stati Uniti i decessi dei vaccinati sono stati 1 su un milione https://t.co/OAjPD1kczb",False,None,,1386434380143357952,it,2021-04-25T21:38:09,recent,1,False,Twitter for Android,Roberto Sabatino,value4valuables,Napoli,Let's roll,86,64,False,2014-05-02T13:56:00,1
63,"Dimmi,cosa tiene insieme i Ceo di #Pfizer e #Moderna(ideatori della pozione che interagisce con il Tuo #DNA),il #Vaticano,la new age,fauci e la giovane clinton di evergreen..ti rispondono loro:#Salute e #Anima(🙄)
SI.Hai letto bene
#SpiritualWar
#ConsensoInformato
#LiberoArbitrio https://t.co/taBPmaP3Lc",False,Retweeted a retweet,,1386424578424012804,it,2021-04-25T20:59:12,recent,1,False,Twitter for Android,Patrizia Adorni,PatriziaAdorni,"Noceto, Emilia Romagna",,257,186,False,2019-02-01T21:18:51,0
64,Covid19: vaccini senza prenotazione per gli over 80 in tutta la Sicilia https://t.co/FuhnVsRTbt #COVID19 #Covid #vaccinazione #over80 #sicilia #sicily #vaccino #astrazenecavaccine #PfizerVaccine #Moderna #modernavaccine #SARSCoV2 #COVID19italia #virus #Salute #regionesiciliana,False,None,,1386422040807149568,it,2021-04-25T20:49:07,recent,0,False,Twitter Web App,EmmeReports,EmmeReports,Palermo,Foto News direttamente dalla strada. Seguiteci e cresciamo insieme!,33,333,False,2020-02-03T09:23:20,0
65,Vaccine no1. #moderna. https://t.co/GqZMqYBrN6,False,None,,1386392878067249153,it,2021-04-25T18:53:14,recent,0,False,Twitter for iPad,klewis,kloo1972,,"live, love, laugh. ....a lot !!",47,229,False,2009-02-12T18:53:21,1
66,"Raga ma immaginate che bello vasche di #vaccini come ci sono le vasche di acqua di Lourdes 

#vaccino #covid19 #pfizer #astrazeneca #moderna",False,None,,1386388873748615173,it,2021-04-25T18:37:20,recent,0,False,Twitter for Android,"werde, der du bist",eternacorrente,,"☁️ @UniGenova
☁️ all of my chaos
☁️ #twentyonepilots",55,190,False,2020-03-28T21:21:27,0
67,"Sono veramente contento, ho fatto pochi minuti fa il #vaccino #Moderna.
Il pizzicore alla spalla è già passato.",False,None,,1386266758164660227,it,2021-04-25T10:32:05,recent,0,False,Twitter for Android,Daneel R.,daneelr_olivaw,Italia,In Vacuum I Thrust,162,666,False,2018-09-11T14:19:05,3
68,"Un #vaccino a mRNA (#Pfizer e #Moderna) costa tra i 60 centesimi e i 2 dollari. Viene venduto a un prezzo che va dai 13,50 ai 74 dollari a ciclo. E nonostante siano stati sviluppati con finanziamenti prevalentemente pubblici.

Questo ed altro nell'articolo
https://t.co/BZSjHTptz6",False,Retweeted a retweet,,1386262921571938305,it,2021-04-25T10:16:50,recent,6,False,Twitter for Android,Brigata Coco Chanel,siculiano80,,"stalinista #liberali #liberisti #liberal sono i nazisti della nostra epoca
#Bocconidelendaest",164,408,False,2020-07-31T13:31:32,0
69,"Un #vaccino a mRNA (#Pfizer e #Moderna) costa tra i 60 centesimi e i 2 dollari. Viene venduto a un prezzo che va dai 13,50 ai 74 dollari a ciclo. E nonostante siano stati sviluppati con finanziamenti prevalentemente pubblici.

Questo ed altro nell'articolo
https://t.co/BZSjHTptz6",False,Retweeted a retweet,,1386262600082731008,it,2021-04-25T10:15:34,recent,6,False,Twitter for iPhone,Thomas🚂,moro_thomas,Where no man has gone before..,"Da ciascuno secondo la sua capacità, a ciascuno secondo il suo bisogno.",1834,1040,False,2014-01-20T20:46:42,0
70,@RDuvont @JeromeQuirant @dr_l_alexandre @EmmanuelMacron scandale #Macron #Moderna https://t.co/HIKr2DBq7T,False,None,RDuvont,1386243217176338434,it,2021-04-25T08:58:32,recent,0,False,Twitter Web App,Herodote1789,herodote1789,,sociologue spécialiste de l'antisémitisme,725,1743,False,2015-09-20T18:09:55,0
71,"Un #vaccino a mRNA (#Pfizer e #Moderna) costa tra i 60 centesimi e i 2 dollari. Viene venduto a un prezzo che va dai 13,50 ai 74 dollari a ciclo. E nonostante siano stati sviluppati con finanziamenti prevalentemente pubblici.

Questo ed altro nell'articolo
https://t.co/BZSjHTptz6",False,Retweeted a retweet,,1386237878309621761,it,2021-04-25T08:37:19,recent,6,False,Twitter for Android,IIII,smallyesbigno,,,54,461,False,2016-04-07T20:28:30,0
72,"Un #vaccino a mRNA (#Pfizer e #Moderna) costa tra i 60 centesimi e i 2 dollari. Viene venduto a un prezzo che va dai 13,50 ai 74 dollari a ciclo. E nonostante siano stati sviluppati con finanziamenti prevalentemente pubblici.

Questo ed altro nell'articolo
https://t.co/BZSjHTptz6",False,Retweeted a retweet,,1386237484397379589,it,2021-04-25T08:35:45,recent,6,False,Twitter for Android,marina tanzi,aniramiznat,,sono una cittadina qualsiasi che cerca di informarsi,1566,2324,False,2009-10-25T16:51:10,0
73,"Un #vaccino a mRNA (#Pfizer e #Moderna) costa tra i 60 centesimi e i 2 dollari. Viene venduto a un prezzo che va dai 13,50 ai 74 dollari a ciclo. E nonostante siano stati sviluppati con finanziamenti prevalentemente pubblici.

Questo ed altro nell'articolo
https://t.co/BZSjHTptz6",False,Retweeted a retweet,,1386236923564503040,it,2021-04-25T08:33:32,recent,6,False,Twitter for Android,Blindy,BLIND_DATA24,Planet Earth,"""Cruelty to animals is training of cruelty against men"".
""La crudeltà verso gli animali è tirocinio della crudeltà contro gli uomini"".
Ovidio P. Nasone",1728,235,False,2010-03-24T10:15:22,0
74,"Un #vaccino a mRNA (#Pfizer e #Moderna) costa tra i 60 centesimi e i 2 dollari. Viene venduto a un prezzo che va dai 13,50 ai 74 dollari a ciclo. E nonostante siano stati sviluppati con finanziamenti prevalentemente pubblici.

Questo ed altro nell'articolo
https://t.co/BZSjHTptz6",False,None,,1386233652510695426,it,2021-04-25T08:20:32,recent,6,False,Twitter for Android,Fabio Montale,FabioMontale,,"Lentius, profundius, suavius (A.L.)
Interista e di sinistra",1677,530,False,2008-04-15T08:02:59,9
75,"Iva e Roberto, classe 1940, prima dose del vaccino #moderna oggi. #25aprile #Liberazione 💚🤍❤️",False,None,,1386220589472436224,it,2021-04-25T07:28:37,recent,0,False,Twitter for Android,Paolo Patassini🌈🇮🇹🇪🇺,paolopatassini,,,10,114,False,2014-01-03T16:01:48,1
76,"Io #Moderna, mio padre #AstraZeneca e mia madre #Pfizer. Manca mia sorella con #JohnsonandJohnson e poi vi diciamo chi sopravvive! E buon #25aprile",False,None,,1386211253971034112,it,2021-04-25T06:51:32,recent,0,False,Twitter for iPhone,John Silver,John_L_Silver,,,354,534,False,2018-01-02T15:56:07,2
77,"@andreapurgatori #Moderna è gia libero, #AstraZeneca è brevetto pubblico dell'Università di Oxford venduto a prezzo di costo.
La scarsità del bene #vaccino non dipende da #brevetti, ma dalla capacità di soddisfare l'enorme domanda globale in breve tempo.
Il resto è tanto ideologismo.",False,None,andreapurgatori,1386129093222146051,it,2021-04-25T01:25:03,recent,0,False,Twitter for Android,Stefano Secci,SteSocial,,,2,225,False,2021-03-17T01:51:51,1
78,"@Spectra_anna @DSant65 @AhiMaria1 @erpedrini @rkmontanari @Alessia_ing @liliaragnar @NiMartina @Raffaella017 @Laura_0583 @ilpiccologiulio @graziosafuriosa #Astrazeneca mi dicono.  Strano dovrebbe uccidere solo i sotto 60anni. Mentre #Pfizer #Moderna mRNA cancro fra uno o due anni. Era malata di alzheimer, chi l'ha obbligata a vaccinarsi?",False,None,Spectra_anna,1386059916947959814,it,2021-04-24T20:50:10,recent,0,False,Twitter Web App,Giuseppe Fert,FertGiuseppe,,FERT - Fortitudo Eius Rhodum Tenuit - Avanti Savoia! Monarchico e Liberale. W l'Italia   https://t.co/4YraIYMU1S,261,598,False,2018-10-18T09:58:45,0
79,"@Alessia_ing @DSant65 @info25068942 @AhiMaria1 @erpedrini @rkmontanari @liliaragnar @NiMartina @Raffaella017 @Laura_0583 @ilpiccologiulio @graziosafuriosa #Astrazeneca mi dicono.  Strano dovrebbe uccidere solo i sotto 60anni. Mentre #Pfizer #Moderna mRNA cancro fra uno o due anni. Era malata di alzheimer, chi l'ha obbligata a vaccinarsi?",False,None,Alessia_ing,1386058249733091331,it,2021-04-24T20:43:33,recent,0,False,Twitter Web App,Giuseppe Fert,FertGiuseppe,,FERT - Fortitudo Eius Rhodum Tenuit - Avanti Savoia! Monarchico e Liberale. W l'Italia   https://t.co/4YraIYMU1S,261,598,False,2018-10-18T09:58:45,0
80,"@DSant65 @info25068942 @AhiMaria1 @erpedrini @rkmontanari @Alessia_ing @liliaragnar @NiMartina @Raffaella017 @Laura_0583 @ilpiccologiulio @graziosafuriosa #Astrazeneca mi dicono.  Strano dovrebbe uccidere solo i sotto 60anni. Mentre #Pfizer #Moderna mRNA cancro fra uno o due anni. Era malata di alzheimer, chi l'ha obbligata a vaccinarsi?",False,None,DSant65,1386058165251448832,it,2021-04-24T20:43:12,recent,0,False,Twitter Web App,Giuseppe Fert,FertGiuseppe,,FERT - Fortitudo Eius Rhodum Tenuit - Avanti Savoia! Monarchico e Liberale. W l'Italia   https://t.co/4YraIYMU1S,261,598,False,2018-10-18T09:58:45,0
81,"@rosanna_357 @DSant65 @AhiMaria1 @erpedrini @rkmontanari @Alessia_ing @liliaragnar @NiMartina @Raffaella017 @Laura_0583 @ilpiccologiulio @graziosafuriosa #Astrazeneca mi dicono.  Strano dovrebbe uccidere solo i sotto 60anni. Mentre #Pfizer #Moderna mRNA cancro fra uno o due anni. Era malata di alzheimer, chi l'ha obbligata a vaccinarsi?",False,None,rosanna_357,1386058102873673737,it,2021-04-24T20:42:58,recent,0,False,Twitter Web App,Giuseppe Fert,FertGiuseppe,,FERT - Fortitudo Eius Rhodum Tenuit - Avanti Savoia! Monarchico e Liberale. W l'Italia   https://t.co/4YraIYMU1S,261,598,False,2018-10-18T09:58:45,0
82,"@iacoreg83 @DSant65 @AhiMaria1 @erpedrini @rkmontanari @Alessia_ing @liliaragnar @NiMartina @Raffaella017 @Laura_0583 @ilpiccologiulio @graziosafuriosa i complotti li fa #BigPharma: Milva aveva inoculato #Astrazeneca mi dicono.  Strano dovrebbe uccidere solo i sotto 60anni. Mentre #Pfizer #Moderna mRNA cancro fra uno o due anni. Era malata di alzheimer, chi l'ha obbligata a vaccinarsi?",False,None,iacoreg83,1386058033151741954,it,2021-04-24T20:42:41,recent,0,False,Twitter Web App,Giuseppe Fert,FertGiuseppe,,FERT - Fortitudo Eius Rhodum Tenuit - Avanti Savoia! Monarchico e Liberale. W l'Italia   https://t.co/4YraIYMU1S,261,598,False,2018-10-18T09:58:45,0
83,"@GiovangiacomoL @DSant65 @AhiMaria1 @erpedrini @rkmontanari @Alessia_ing @liliaragnar @NiMartina @Raffaella017 @Laura_0583 @ilpiccologiulio @graziosafuriosa #Astrazeneca mi dicono.  Strano dovrebbe uccidere solo i sotto 60anni. Mentre #Pfizer #Moderna mRNA cancro fra uno o due anni. Era malata di alzheimer, chi l'ha obbligata a vaccinarsi?",False,None,GiovangiacomoL,1386057901559648259,it,2021-04-24T20:42:10,recent,0,False,Twitter Web App,Giuseppe Fert,FertGiuseppe,,FERT - Fortitudo Eius Rhodum Tenuit - Avanti Savoia! Monarchico e Liberale. W l'Italia   https://t.co/4YraIYMU1S,261,598,False,2018-10-18T09:58:45,0
84,"@lastefaniuccia @DSant65 @AhiMaria1 @erpedrini @rkmontanari @Alessia_ing @liliaragnar @NiMartina @Raffaella017 @Laura_0583 @ilpiccologiulio @graziosafuriosa #Astrazeneca mi dicono.  Strano dovrebbe uccidere solo i sotto 60anni. Mentre #Pfizer #Moderna mRNA cancro fra uno o due anni. Era malata di alzheimer, chi l'ha obbligata a vaccinarsi?",False,None,lastefaniuccia,1386057836824825862,it,2021-04-24T20:41:54,recent,0,False,Twitter Web App,Giuseppe Fert,FertGiuseppe,,FERT - Fortitudo Eius Rhodum Tenuit - Avanti Savoia! Monarchico e Liberale. W l'Italia   https://t.co/4YraIYMU1S,261,598,False,2018-10-18T09:58:45,0
85,"@68kikka @DSant65 #Astrazeneca mi dicono.  Strano dovrebbe uccidere solo i sotto 60anni. Mentre #Pfizer #Moderna mRNA cancro fra uno o due anni. Era malata di alzheimer, chi l'ha obbligata a vaccinarsi?",False,None,68kikka,1386057790230253574,it,2021-04-24T20:41:43,recent,0,False,Twitter Web App,Giuseppe Fert,FertGiuseppe,,FERT - Fortitudo Eius Rhodum Tenuit - Avanti Savoia! Monarchico e Liberale. W l'Italia   https://t.co/4YraIYMU1S,261,598,False,2018-10-18T09:58:45,0
86,"@_carotino @DSant65 @AhiMaria1 @erpedrini @rkmontanari @Alessia_ing @liliaragnar @NiMartina @Raffaella017 @Laura_0583 @ilpiccologiulio @graziosafuriosa #Astrazeneca mi dicono.  Strano dovrebbe uccidere solo i sotto 60anni. Mentre #Pfizer #Moderna mRNA cancro fra uno o due anni. Era malata di alzheimer, chi l'ha obbligata a vaccinarsi?",False,None,_carotino,1386057763806187524,it,2021-04-24T20:41:37,recent,0,False,Twitter Web App,Giuseppe Fert,FertGiuseppe,,FERT - Fortitudo Eius Rhodum Tenuit - Avanti Savoia! Monarchico e Liberale. W l'Italia   https://t.co/4YraIYMU1S,261,598,False,2018-10-18T09:58:45,0
87,"@DSant65 @AhiMaria1 @erpedrini @rkmontanari @Alessia_ing @liliaragnar @NiMartina @Raffaella017 @Laura_0583 @ilpiccologiulio @graziosafuriosa #Astrazeneca mi dicono.  Strano dovrebbe uccidere solo i sotto 60anni. Mentre #Pfizer #Moderna mRNA cancro fra uno o due anni. Era malata di alzheimer, chi l'ha obbligata a vaccinarsi?",False,None,DSant65,1386057660794118145,it,2021-04-24T20:41:12,recent,0,False,Twitter Web App,Giuseppe Fert,FertGiuseppe,,FERT - Fortitudo Eius Rhodum Tenuit - Avanti Savoia! Monarchico e Liberale. W l'Italia   https://t.co/4YraIYMU1S,261,598,False,2018-10-18T09:58:45,0
88,"#Astrazeneca mi dicono.  Strano dovrebbe uccidere solo i sotto 60anni. Mentre #Pfizer #Moderna mRNA cancro fra uno o due anni. Era malata di alzheimer, chi l'ha obbligata a vaccinarsi? https://t.co/c3NJbNIfnv",True,È morta #Milva.Anche lei credeva nella scienza https://t.co/OZo8k33MqD,,1386057608646307844,it,2021-04-24T20:41:00,recent,0,False,Twitter Web App,Giuseppe Fert,FertGiuseppe,,FERT - Fortitudo Eius Rhodum Tenuit - Avanti Savoia! Monarchico e Liberale. W l'Italia   https://t.co/4YraIYMU1S,261,598,False,2018-10-18T09:58:45,1
89,"Oggi ho fatto la prima dose del #vaccino #Moderna, tutto fatto in 5 minuti, dopo 6 ore tutto bene.
#COVID19 #SARSCoV2",False,None,,1386052120718323715,it,2021-04-24T20:19:11,recent,0,False,Twitter Web App,Rossano Zucca,RossanoZucca,,"DESTRA ANTIFASCISTA BERGOGLIANO Curioso. Odio No Vax, complottisti, propalatori di Fake News e disonestà intellettuale. DURA LEX SED LEX",37,138,False,2020-01-05T18:02:01,0
90,"Oggi ho fatto la prima dose del #vaccino #Moderna, tutto fatto in 5 minuti, dopo 6 ore tutto bene.
#COVID19 #SARSCoV2",False,None,,1386051844749897729,it,2021-04-24T20:18:06,recent,0,False,Twitter Web App,Christian Ross,Christianzu76,"Saronno, Lombardia",Polemico. Odio Fake News e complottisti. Uso spesso un linguaggio scurrile. Non datemi del lei. Youtuber https://t.co/3eR1O9H8HZ…,331,1003,False,2018-10-15T17:26:30,1
91,Obligatory vaccine post. #vaccine #Moderna https://t.co/phCxaBeXyq,False,None,,1386033965778325507,it,2021-04-24T19:07:03,recent,0,False,Twitter for iPhone,Karl D Peterson,karldpeterson,"Clearfield, PA",Jesus Follower|Husband|Father|Leader - I love helping families connect with Jesus and churches connect with families. 3w4 & ESTJ,534,452,False,2010-05-15T06:19:52,2
92,"Vada per il greenpass. Sarebbe allora gradita la possibilità di poter essere vaccinati anche privatamente, così da non essere pregiudicato da scelte altrui! #COVID19 #COVIDー19 #vaccini #greenpass #Draghi #regionelombardia #AstraZeneca #JohnsonandJohnson #moderna #Pfizer #Sputnik",False,None,,1386021216280977409,it,2021-04-24T18:16:23,recent,0,False,Twitter for Android,Federica G,faith_go75,Italia,"Legal counsel 🎓
Music and photography addectet 🎼📷
Bass guitarist 🎸
Books lover 📖
Freesoul ✈️
https://t.co/d8fLvOjeYN",24,361,False,2020-01-25T12:59:37,0
93,Nuovo hairstyle #Moderna https://t.co/EwZ1sUwGkz,True,Retweeted a retweet,,1385947319250587651,it,2021-04-24T13:22:45,recent,2,False,Twitter Web App,Giagios,Giagios2,,"Risalgo la corrente del fiume, a valle scendono solo i morti!",203,288,False,2021-03-28T17:56:41,0
94,Nuovo hairstyle #Moderna https://t.co/EwZ1sUwGkz,True,Retweeted a retweet,,1385946619523313666,it,2021-04-24T13:19:58,recent,2,False,Twitter for Android,G4M3 0V3R,AlexGiudetti,,🕶 Non credo di aver bisogno di presentazioni. 🐸🇮🇹🇩🇪🇺🇲,871,1488,False,2018-02-04T11:18:30,0
95,Nuovo hairstyle #Moderna https://t.co/EwZ1sUwGkz,True,https://t.co/KQtqdVE7sz,,1385946567463559171,it,2021-04-24T13:19:45,recent,2,False,Twitter for Android,G4M3 0V3R,AlexGiudetti,,🕶 Non credo di aver bisogno di presentazioni. 🐸🇮🇹🇩🇪🇺🇲,871,1488,False,2018-02-04T11:18:30,2
96,"** #Vaccini, in Campania aumentano le scorte di #Pfizer: in arrivo 200.000 #Dosi ** https://t.co/HG4AKc7K3G
#AstraZeneca #Covid19 #Moderna #AttualitàRegione #PrimoPianoRegione #Regione #anteprima24 https://t.co/Izcf4hdcEi",False,None,,1385935756485611520,it,2021-04-24T12:36:48,recent,0,False,Anteprima24,Anteprima24,anteprima24,,,268,26,False,2016-12-14T16:00:32,0
97,#testedicaltagirone #decorata #constile #modernhouse   #solocosebelle❤️ #modernart #moderna #moderno  #semplicemente #bella#solonoi #iltop #blogger #sicilia  #esclusiva #solointenditori il #top  #Taorminashop a #Taormina  https://t.co/wOR3bPT6JF  #Lasiciliaaportatadiclick https://t.co/8Is8w7wAkk,False,None,,1385934401654165507,it,2021-04-24T12:31:25,recent,0,False,Twitter for Android,Taorminashop.it,BXgiovanni,"Taormina, Sicilia",Taorminashop,327,899,False,2015-07-10T20:26:50,0
98,"Covid-19 in Basilicata. 155 nuovi casi e 175 guarigioni nelle ultime 24 ore, nessun decesso https://t.co/pCEK9H4AVw #astrazeneca #contagio #coronavirus #covid #covid19 #Madonna delle Grazie #matera #Moderna #pfizer #potenza #san carlo #tampone via @MelandroNews",False,None,,1385915797701369861,it,2021-04-24T11:17:29,recent,0,False,Twitter Web App,Claudio Buono,BuonoClaudio,"Basilicata, Italia",Giornalista dal 2005 | Ufficio Stampa Enti | Ufficio Stampa AZ Picerno | Esperto di comunicazione | Social Media,1697,1853,False,2011-03-18T17:29:13,0
99,"#AUSL #Modena
Mio padre convocato per il #vaccino, con prescrizione medica del #Pfizer per via di alcune patologie.
Questa mattina si reca al centro vaccini di Modena e gli viene iniettato il #Moderna, dicendogli che è uguale al Pfizer che attualmente manca.

E IO MO MI INCAZZO.",False,None,,1385848239870693378,it,2021-04-24T06:49:02,recent,0,False,Twitter for Android,Michele Laurenzana,mitchLAURENZANA,Image Art Director TEDx Modena,"La gente inventa un sacco di cose, io invento storie. #LEstagioniDELverdeMANDARINO e #LaSegretaVerità:cercale su #Amazon  https://t.co/nbmBd6yrr1 anc",34345,29826,False,2011-11-22T22:27:25,5
100,"🎶vaccine, vaccine, vaccine
Vacciiiiiiiiiine🎵

#doitfordolly #moderna https://t.co/BGflgJLqTU",False,None,,1385767991116279813,it,2021-04-24T01:30:10,recent,0,False,Twitter for iPhone,MJ 🌿,206_Morgan,"Maryland, USA",🏔 Designer + Marketing Guru | ☕️ Night Owl + Twin Mom | WA ⇨ AK ⇨ MD | UW Alumna | #EBFG ⚽️ | she/her/hers,262,110,False,2009-07-19T08:56:18,1
101,"Li vedete anche voi i #novax che muoiono per strada causa #COVID19?
Sì? Non è bellissimo?
Così imparano a dubitare de #lascienza ❤️ 
#facciamorete #Sardine #AstraZeneca #Pfizer #Moderna #VaccinoAntiCovid #furbettidelvaccino #Draghi #Salviniportasfiga",False,Retweeted a retweet,,1385745419846791171,it,2021-04-24T00:00:28,recent,5,False,Twitter Web App,Endina,Endina04966090,,vivere o sopravvivere?,79,62,False,2020-10-29T17:58:25,0
102,"IO, DONNA #MODERNA 😂💉✌️

E anche la seconda dose è andata.
Ora si attiva il chip inserito sottopelle con la prima, mi abilitano il 5G e mi accreditano 200€ in bit coin da parte di Soros https://t.co/RtyqdRUp7Q",False,Retweeted a retweet,,1385739844102545411,it,2021-04-23T23:38:19,recent,11,False,Twitter for Android,Annalisa,annalisapanello,"Roma, Lazio",la follia è saltare sul tappeto della ragione (Alda Merini),1382,523,False,2014-03-09T21:30:22,0
103,Mi sembra che #Moderna abbia già rinunciato: forse bisognerebbe rendere noto questo fatto https://t.co/ndaZP3XCim,True,"Tra i firmatari anche Mario Monti, Romano Prodi e François Hollande https://t.co/Wixx0OC054",,1385720586568142849,it,2021-04-23T22:21:47,recent,0,False,Twitter Web App,perasperaadastra,cominciaascavar,,"""io non mi sento italiano, ma per fortuna o purtroppo lo sono"" (cit. #Gaber): però mi sento europeo e cittadino del mondo",326,994,False,2013-01-11T23:19:58,0
104,#Moderna la mamma di #heatherparisi e i benefici del #Vaccino https://t.co/vFX2WGklOk,False,Retweeted a retweet,,1385697852127682560,it,2021-04-23T20:51:27,recent,1,False,Twitter for iPhone,EnzoMargiotta 🇮🇹,EnzoQuareEQ7,,Giornalista sportivo; I love this Game🏀 @fratelliditalia Instagram:enzoquareeq7  ‘Rinunciare alla lotta significa rinunciare alla vita’,2061,553,False,2011-09-13T22:14:48,0
105,"Perché non ha senso paragonare i valori ""stellari"" di efficacia di #Pfizer #Moderna con quelli apparentemente inferiori di #AstraZeneca

7 minuti più informativi degli ultimi 5 mesi di telegiornali

#vaccini
#COVID19

https://t.co/Zzu20QW5DL",False,None,,1385694536756760583,it,2021-04-23T20:38:17,recent,0,False,Twitter for Android,Michele Pinato,MichelePinato,"Padova, Veneto",Energy engineering @UniPadova,10,84,False,2017-12-18T21:06:40,0
106,#Moderna la mamma di #heatherparisi e i benefici del #Vaccino https://t.co/vFX2WGklOk,False,None,,1385693855106977795,it,2021-04-23T20:35:34,recent,1,False,Twitter for iPhone,ingrid 👠,ingrid25136239,,sono la mia unica ragione di vita,1161,1124,False,2019-09-30T13:27:24,9
107,"Che vaccini abbiamo usato finora per le varie età?

Over80 -&gt; Quasi solo #Pfizer
70-79 -&gt; Prevalenza #AstraZeneca su Pfizer
Unver70 -&gt; Prevalenza Pfizer su AZ

#Moderna piccolo contributo in tutte, che diventa un po' più corposo negli over80- https://t.co/ldkKVy2YGw",False,None,,1385647405752745986,it,2021-04-23T17:31:00,recent,0,False,Twitter Web App,Francesco Luchetta,92Fisico,Roma,mail: francescoluchetta@gmail.com,611,405,False,2020-02-01T12:15:38,13
108,"@creuscher Prima dose del vaccino #COVID19 fatta.
Viva la #scienza, abbasso i #nobrain!
#Pfizer #AstraZenaca #Moderna #Johnson #Covid #COVIDー19 #vaccini #vaccino #vaccinazioni #coronavirus https://t.co/EPTeiLgswL",False,None,creuscher,1385645825435607042,it,2021-04-23T17:24:43,recent,0,False,Twitter for Android,Fish,fish_75,San Gemini,"Amo due donne e due donne amano me. Nonna e mamma. - IG fish_75
👇🏻👇🏼 Vuoi farmi un regalo? 👇🏽👇🏿",1270,377,False,2011-07-10T10:11:21,0
